time after 16 h AEL (min),number of new branches (#/min),total length (µm),lineic branching rate lambda (µm^-1.min^-1)
337,12.0,553.8801403682585,0.02166533718291751
338,17.0,550.366053071732,0.030888533013834527
339,18.0,548.007295861096,0.03284627802576277
340,14.0,561.2713831576223,0.024943370391054428
341,17.0,552.1215725563927,0.030790320184896688
342,18.0,555.2421308181509,0.03241828924883086
343,14.0,554.3678928999524,0.02525398779277176
344,9.0,554.4418782864568,0.016232540059591384
345,15.0,559.9633248958635,0.026787468630717116
346,13.0,551.3712568917748,0.023577580146786084
347,13.0,539.3752522128333,0.02410195860241341
348,13.0,539.3574852598663,0.024102752544050643
349,12.0,543.3642132435117,0.022084634408232794
350,15.0,544.5203054112031,0.027547182081065852
351,15.0,548.5890869776653,0.027342869838405472
352,17.0,547.3338831576219,0.031059652112025958
353,12.0,561.9823003478145,0.021352985659109053
354,15.0,552.9922615707167,0.027125153537219615
355,16.0,548.251460711818,0.02918368877526842
356,13.0,555.317640368258,0.023410025280988858
357,8.0,547.8508880287872,0.014602513521123716
358,12.0,553.1952422782796,0.021692160530121688
359,12.0,554.7070433294018,0.02163304061901741
360,17.0,551.8983537384082,0.03080277352676749
361,11.0,542.9907374071148,0.02025817245525608
362,16.0,545.1220189735762,0.02935122677694582
363,12.0,549.4703685441262,0.021839212243228212
364,11.0,561.1376304337048,0.019603033914332338
365,13.0,556.737057750674,0.023350340738090128
366,14.0,556.1353441883005,0.02517372820537688
367,15.0,563.3949897465852,0.02662430492459117
368,12.0,558.3269702619247,0.02149278225691034
369,14.0,558.6453054112029,0.02506062409258948
370,19.0,555.5477179224539,0.0342004824915006
371,15.0,563.0019071290012,0.026642893762992236
372,10.0,572.7330624296159,0.017460140955681106
373,11.0,575.9179605195949,0.01909994262043116
374,16.0,574.7788732230684,0.02783679210455338
375,14.0,568.470052879509,0.02462750663660271
376,14.0,577.9124410349348,0.024225123056580297
377,12.0,581.7563488672428,0.02062719216277674
378,13.0,578.5421984377941,0.022470271027944355
379,9.0,581.9804605195948,0.015464436713158307
380,14.0,585.7152954766502,0.023902397817026303
381,8.0,573.9637713130478,0.013938161953494952
382,13.0,584.2296984377934,0.022251522020810433
383,12.0,580.8831886954631,0.020658198125770143
384,16.0,578.5547615707175,0.02765511765310102
385,16.0,572.9930236525182,0.02792355114205182
386,15.0,582.7378198324758,0.025740563748397467
387,17.0,572.25298487542,0.029707140808887027
388,10.0,584.1532418938333,0.017118795690630517
389,15.0,571.4357274725611,0.026249671273345893
390,13.0,568.2955624296159,0.02287542057238933
391,10.0,582.9224022578362,0.01715494199788334
392,9.0,576.584775991989,0.015609153024402859
393,12.0,577.5063488672428,0.020778992341015046
394,10.0,583.2615526872856,0.01714496687451209
395,16.0,573.7126935666284,0.02788852361019241
396,12.0,576.9556499183655,0.020798825701243938
397,13.0,582.4982274725618,0.022317664478407974
398,11.0,591.9205624296159,0.018583574719636453
399,15.0,590.5149166791081,0.025401559852807506
400,14.0,597.5585719797227,0.023428665668066208
401,14.0,603.1521641474143,0.023211389815353974
402,14.0,597.9547029245118,0.023413144727398215
403,11.0,589.1765283314597,0.018670125965730266
404,10.0,589.8067321515027,0.016954706440060294
405,16.0,582.5533681596805,0.02746529481160656
406,15.0,601.4536251780931,0.02493957866752974
407,19.0,606.5239309081575,0.031326051672109646
408,16.0,604.9144116157204,0.026450022834245523
409,11.0,591.7353486750193,0.01858939139706726
410,14.0,589.0873779020105,0.02376557455679992
411,14.0,589.1728486750196,0.023762126906364325
412,13.0,573.6217033089582,0.02266301976548135
413,12.0,574.7201836320746,0.020879726068020226
414,11.0,573.5023535461848,0.019180392080316296
415,13.0,582.8522272803373,0.022304109672291475
416,15.0,591.114474748644,0.025375795452104867
417,15.0,584.0496885032398,0.025682746340368594
418,12.0,586.6092709286005,0.020456546793070695
419,12.0,585.6566058856555,0.020489822669810198
420,20.0,589.4306544050843,0.03393104829301102
421,15.0,588.9994359715456,0.02546691742625819
422,12.0,602.6696154357631,0.019911407000871188
423,14.0,601.5668241269708,0.02327255998586296
424,12.0,589.6251980533468,0.02035191175617683
425,8.0,592.9861107568207,0.013491041113576338
426,10.0,587.2719603273713,0.01702788601455714
427,14.0,593.9787514439397,0.023569866709821745
428,18.0,586.4827467649985,0.030691439943096116
429,18.0,587.3436594684719,0.03064645324730236
430,9.0,596.3344603273707,0.015092201773916025
431,16.0,596.240552495063,0.026834806745441028
432,16.0,590.6691690185787,0.02708792135974299
433,12.0,580.5656156279857,0.020669498290937966
434,15.0,586.0023535461848,0.02559716681891756
435,12.0,580.7241789531327,0.020663854605868684
436,11.0,585.933887644341,0.018773449073279998
437,8.0,585.9398535461848,0.013653278491952631
438,18.0,586.1121885032393,0.030710844021119548
439,11.0,588.4032418938326,0.01869466246412144
440,12.0,599.4905524950626,0.020016996014459845
441,12.0,596.8211351126464,0.020106526552105215
442,12.0,593.8444215502735,0.02020731283232928
443,13.0,601.4194846831969,0.021615528480670804
444,12.0,610.6385232680715,0.01965156069056583
445,16.0,598.9968340615245,0.026711326488174057
446,12.0,606.6414408427106,0.01978104229630324
447,12.0,604.9528630962918,0.019836256230908903
448,16.0,614.562698053347,0.02603477244987479
449,12.0,617.31130464231,0.019439138583333064
450,11.0,625.3560376893445,0.01758997968684269
451,20.0,616.3929650063136,0.032446833652287295
452,9.0,621.9925230758481,0.01446962731238894
453,9.0,620.0095279470138,0.014515905956801913
454,9.0,613.9696830554052,0.014658704246131044
455,17.0,608.3986152435399,0.027942206924969674
456,13.0,615.4833239347472,0.021121612063982165
457,14.0,629.0507120901724,0.02225575733549626
458,16.0,613.8047074112305,0.02606692292648138
459,12.0,612.2048336770775,0.01960128267515394
460,16.0,608.4378288059125,0.026296852763742093
461,13.0,604.3897317670562,0.02150929990486744
462,14.0,612.1671442783069,0.022869571049104264
463,12.0,614.5472173457845,0.019526571207705942
464,6.0,607.8804018733892,0.009870362626445875
465,11.0,611.5505813376064,0.017987064906291785
466,14.0,602.4277368304447,0.023239301818435937
467,13.0,619.235479427585,0.02099362913122657
468,15.0,610.0963921310592,0.024586278813426815
469,10.0,620.0675862087721,0.016127274223673216
470,13.0,619.3745667241112,0.020988914783436056
471,9.0,624.1666978611238,0.014419224913538222
472,11.0,611.187698053347,0.017997744449103546
473,8.0,620.4917609940477,0.012892999557614986
474,8.0,621.5901105645977,0.0128702176306079
475,16.0,610.9369359715457,0.026189282490435638
476,8.0,614.351149533919,0.013021868691983803
477,9.0,617.50724170161,0.014574727861003698
478,18.0,614.642202924512,0.02928533041557299
479,12.0,626.6863046423108,0.019148336115066618
480,12.0,611.4358582251268,0.019625934329127414
481,9.0,609.4913145768637,0.01476641222729844
482,12.0,612.2324311003807,0.019600399113833447
483,13.0,601.6765283314594,0.02160629405978488
484,7.0,614.9413777097874,0.011383198876728617
485,14.0,609.5415671085575,0.02296808085855553
486,8.0,609.2875717874997,0.013130088927515738
487,8.0,601.6163145768637,0.013297511729924844
488,16.0,587.320688695463,0.027242357212954073
489,9.0,589.3214507772642,0.015271801133540576
490,12.0,595.1772904132615,0.020162059596843484
491,10.0,611.4902368304447,0.016353490861658385
492,11.0,608.2923291903587,0.018083410676312615
493,6.0,611.5715815298297,0.009810789417309358
494,11.0,608.9358582251264,0.01806429996102028
495,11.0,604.927290413261,0.01818400355600631
496,9.0,611.66625144394,0.014713906446128099
497,7.0,604.826785349873,0.011573561504804592
498,9.0,606.163649533918,0.014847475606496926
499,13.0,603.2975330104023,0.02154823994577125
500,15.0,594.536363288515,0.02522974358882207
501,9.0,593.67652833146,0.015159770633504216
502,10.0,603.9583825809523,0.01655743224767584
503,8.0,600.691377709787,0.013317987067670302
504,14.0,601.9180912721605,0.02325897859360041
505,9.0,596.95685841735,0.015076466369547658
506,9.0,592.7204992966925,0.015184222598474621
507,5.0,606.8182175380075,0.008239699889509051
508,8.0,606.3255768508886,0.013194231458204525
509,8.0,613.3008970022247,0.013044168105906065
510,13.0,611.140678760909,0.021271698075077523
511,13.0,607.0452467649985,0.02141520762954364
512,10.0,614.4092077956768,0.016275797747037545
513,15.0,600.4757031167355,0.024980194739176523
514,14.0,616.5245622373923,0.022707935510620114
515,8.0,610.9424554562067,0.01309452294328799
516,10.0,608.9613001555914,0.016421404771444378
517,15.0,594.1546353048692,0.025245953003973934
518,11.0,611.5501349204231,0.017987078036425182
519,15.0,603.3244991044694,0.024862242495149622
520,12.0,600.88960101449,0.019970390533868846
521,13.0,610.5789408427107,0.02129126822169402
522,14.0,595.078494425527,0.02352630809405275
523,10.0,601.9294459060992,0.016613242744665455
524,11.0,602.9634556484295,0.01824322833656735
525,11.0,603.166120691374,0.01823709857475308
526,10.0,605.8004505850407,0.016507085774437248
527,8.0,602.5201204991513,0.01327756489421878
528,9.0,596.3954361637682,0.015090658737919366
529,12.0,607.020882580952,0.019768677395377226
530,8.0,600.2382662496589,0.013328040629573152
531,8.0,589.6151060778789,0.013568173402503237
532,10.0,585.6731643396375,0.017074369475806993
533,14.0,592.8418196402519,0.023615068195586265
534,7.0,595.4927079878998,0.011754971817626752
535,17.0,596.2275429449555,0.028512604292031944
536,11.0,594.5015914643833,0.018502894118255717
537,14.0,598.0437226013956,0.023409659646793403
538,10.0,596.7378198324751,0.016757778152568483
539,9.0,599.3473391249127,0.015016334289796972
540,14.0,589.3092033089581,0.02375662881453456
541,14.0,604.368785734319,0.023164664242197333
542,9.0,605.1472759919889,0.014872412645742695
543,10.0,599.7286206913742,0.016674208391908796
544,14.0,596.9386450471992,0.023452996578723826
545,6.0,602.0902954766494,0.009965282691112059
546,9.0,597.3865526872853,0.01506562201561849
547,13.0,602.0115526872853,0.021594269980318544
548,10.0,600.2338245114166,0.01666017407156267
549,11.0,599.9867420860562,0.018333738445210957
550,16.0,607.1177079878998,0.02635403281684363
551,12.0,599.4493683519032,0.02001837124792076
552,11.0,609.8462613784927,0.01803733284374929
553,18.0,600.6357906054842,0.029968244119876208
554,13.0,607.6025429449556,0.021395565490873375
555,10.0,603.0910575584509,0.016581244033834496
556,14.0,601.0314751330905,0.02329328925228065
557,10.0,606.5421984377931,0.016486899057898935
558,16.0,601.8162469572216,0.026586188194313264
559,19.0,603.5440382660134,0.03148071854804024
560,13.0,609.8332518283866,0.02131730265777363
561,10.0,601.7393439960775,0.016618491211811446
562,14.0,600.3102810553775,0.023321273084624262
563,9.0,610.0821740819678,0.014752111080024447
564,16.0,609.6342664418822,0.026245243879389635
565,8.0,603.0333149613101,0.013266265397813502
566,11.0,602.84213530487,0.018246899736756236
567,11.0,594.4862956688728,0.01850337018723636
568,11.0,594.8761450471998,0.018491244087670076
569,15.0,596.7877566995518,0.02513456389077974
570,12.0,586.1068539306309,0.020474082361473748
571,12.0,583.4352810553778,0.020567833982019675
